genres,id,Place,vote_average,vote_count,Place,Name of City,Cat1,keywords
"[{""id"": 18, ""name"": ""Islands""}, {""id"": 35, ""name"": ""Science Museums""}]",139998,Kamla Park,6.7,10,Kamla Park,Bhopal,Nature & Parks,"Wounded Civil War soldier, John Dunbar tries to commit suicide – and becomes a hero instead. As a reward, he's assigned to his dream post, a remote junction on the Western frontier, and soon makes unlikely friends with the local Sioux tribe."
"[{""id"": 9648, ""name"": ""Ferries""}, {""id"": 27, ""name"": ""Sacred & Religious Sites""}, {""id"": 53, ""name"": ""Historic Sites""}]",74777,Bhadbhada Dam,5.8,121,Bhadbhada Dam,Bhopal,Nature & Parks,A private eye helps an amnesiac CIA agent elude mobsters who don't want him to regain his memory of their drug operation.
"[{""id"": 35, ""name"": ""Science Museums""}, {""id"": 18, ""name"": ""Islands""}, {""id"": 10749, ""name"": ""Shopping""}]",16388,Sadar Manzil,6.3,23,Sadar Manzil,Bhopal,Sights & Landmarks,"The Dark Knight of Gotham City begins his war on crime with his first major enemy being the clownishly homicidal Joker, who has seized control of Gotham's underworld."
"[{""id"": 18, ""name"": ""Islands""}]",159770,Bhoj Wetland,6,42,Bhoj Wetland,Bhopal,Nature & Parks,"FBI trainee, Clarice Starling ventures into a maximum-security asylum to pick the diseased brain of Hannibal Lecter, a psychiatrist turned homicidal cannibal. Starling needs clues to help her capture a serial killer. but her Faustian relationship with Lecter soon leads to his escape, and now two deranged killers are on the loose."
"[{""id"": 18, ""name"": ""Islands""}, {""id"": 10749, ""name"": ""Shopping""}]",42109,Aakriti Nature Cure Centre,6,2,Aakriti Nature Cure Centre,Bhopal,Nature & Parks,"A beautiful girl, Snow White, takes refuge in the forest in the house of seven dwarfs to hide from her stepmother, the wicked Queen. The Queen is jealous because she wants to be known as ""the fairest in the land,"" and Snow White's beauty surpasses her own."
"[{""id"": 10749, ""name"": ""Shopping""}, {""id"": 35, ""name"": ""Science Museums""}, {""id"": 18, ""name"": ""Islands""}]",47607,Khatlapura Mandir,5.6,59,Khatlapura Mandir,Bhopal,Sights & Landmarks,"Follow the adventures of Belle, a bright young woman who finds herself in the castle of a prince who's been turned into a mysterious beast. With the help of the castle's enchanted staff, Belle soon learns the most important lesson of all -- that true beauty comes from within."
"[{""id"": 53, ""name"": ""Historic Sites""}, {""id"": 27, ""name"": ""Sacred & Religious Sites""}]",193603,Singhori Wildlife Sanctuary,5.1,6,Singhori Wildlife Sanctuary,Bhopal,Nature & Parks,"Lonely toymaker Geppetto has his wishes answered when the Blue Fairy arrives to bring his wooden puppet Pinocchio to life. Before becoming a real boy, however, Pinocchio must prove he's worthy as he sets off on an adventure with his whistling sidekick and conscience, Jiminy Cricket. From Stromboli's circus to Pleasure Island, Pinocchio is tested by many temptations, but slowly learns how to navigate right from wrong. With a few mishaps along the way, Geppetto's ""little woodenhead"" finally gets it right, proving that when you wish upon a star dreams really can come true!"
"[{""id"": 18, ""name"": ""Islands""}, {""id"": 35, ""name"": ""Science Museums""}, {""id"": 10751, ""name"": ""Parks""}]",84659,Golghar Museum,5,1,Golghar Museum,Bhopal,Museums,"When millionaire wheeler-dealer Edward Lewis enters a business contract with Hollywood hooker Vivian Ward, he loses his heart in the bargain in this charming romantic comedy. After Edward hires Vivian as his date for a week and gives her a Cinderella makeover, she returns the favor by mellowing the hardnosed tycoon's outlook. Can the poor prostitute and the rich capitalist live happily ever after?"
"[{""id"": 99, ""name"": ""Nature & Wildlife Areas""}]",322745,Aishbagh Stadium,8.3,3,Aishbagh Stadium,Bhopal,Sights & Landmarks,"Nikolai (played by Sergei Dontsov) has been fired from his job as a music teacher and has to live in the gym until he finds a place to stay. Finally, he gets a communal room in the apartment of Gorokhov (Victor Mikhalkov). The room's previous inhabitant, an old lady, has died a year ago, and yet her cat, Maxi, is still in the locked room, healthy and fat. Soon, Nikolai and his neighbours discover the mystery: there is a window to Paris in the room. That's when the comedy begins - will the Russians be able to cope with the temptation to profit from the discovery?"
"[{""id"": 27, ""name"": ""Sacred & Religious Sites""}, {""id"": 53, ""name"": ""Historic Sites""}, {""id"": 14, ""name"": ""Museums""}]",20981,The Madman's Farm,6.9,41,The Madman's Farm,Bhopal,Nature & Parks,"Aging outlaw Pike Bishop (William Holden) prepares to retire after one final robbery. Joined by his gang, which includes Dutch Engstrom (Ernest Borgnine) and brothers Lyle (Warren Oates) and Tector Gorch (Ben Johnson), Bishop discovers the heist is a setup orchestrated in part by his old partner, Deke Thornton (Robert Ryan). As the remaining gang takes refuge in Mexican territory, Thornton trails them, resulting in fierce gunfights with plenty of casualties"
"[{""id"": 99, ""name"": ""Nature & Wildlife Areas""}]",174362,Regional Museum Of Natural History,5,1,Regional Museum Of Natural History,Bhopal,Museums,"Small-time criminal Watty Watts attempts to rob a convenience store with his drug-addict buddy, Billy Mack Black. The robbery, however, leads to murder, and soon Watty leaves Billy behind and goes on the run with his beloved girlfriend, Starlene. Heading toward Mexico, the fugitive couple gets plenty of media coverage, until there are even more people on their trail. Can Watty and Starlene make it south of the border without getting caught?"
"[{""id"": 53, ""name"": ""Historic Sites""}, {""id"": 878, ""name"": ""Zoos & Aquariums""}]",242095,Ginnorgarh Fort,5.8,631,Ginnorgarh Fort,Bhopal,Sights & Landmarks,"Emerging from the Chinese film renaissance of the 1990s (Raise the Red Lantern, Farewell My Concubine) this haunting folk tale set in rural China in the 1920s tells the story of a young woman forces to grieve the death of a man she was destined to marry. Combining astonishing visuals with intriguing plot turns, this moving drama is not to be missed. When the spirited Young Mistress (Wang Lan) is kidnapped on the way to her arranged wedding, the groom is killed in an explosion in an attempt to rescue her. The peasant charged with her care, Kui (Chang Shih) manages to free her but the groom's bitter mother forces the Young Mistress to honor her agreement by marrying a wooden statue of her son, and staying chaste. Director Jianxin Huang's fascinating exploration of forbidden love and rigid social hierarchy reveals a culture in turmoil, where tradition is taken to cruel extremes and young lovers may not survive."
"[{""id"": 99, ""name"": ""Nature & Wildlife Areas""}]",250902,Swarna Jayanti Park,5.7,3,Swarna Jayanti Park,Bhopal,Sights & Landmarks,"Art Kane, now deceased, coordinated a group photograph of all the top jazz musicians in NYC in the year 1958, for a piece in Esquire magazine. Just about every jazz musician at the time showed up for the photo shoot which took place in front of a brownstone near the 125th street station. The documentary compiles interviews of many of the musicians in the photograph to talk about the day of the photograph, and it shows film footage taken that day by Milt Hinton and his wife."
"[{""id"": 18, ""name"": ""Islands""}]",158895,Century 21 Mall,6.6,4,Century 21 Mall,Bhopal,Shopping,"This film about is about three divorced men and their relationships with their ex-wives, their children, and new women in their lives. Donny still carries a torch for his ex, and has trouble relating to his teenage daughter, Emma. Dave can't make a commitment. Vic carries a lot of anger toward his ex, and winds up with the blind date from hell. Needling all of them is a blathering radio psychologist dispensing his advice on the subject of divorce."
"[{""id"": 35, ""name"": ""Science Museums""}]",222250,Takia Island,6.8,2,Takia Island,Bhopal,Nature & Parks,"Melanie Parker, an architect and mother of Sammy, and Jack Taylor, a newspaper columnist and father of Maggie, are both divorced. They meet one morning when overwhelmed Jack is left unexpectedly with Maggie and forgets that Melanie was to take her to school. As a result, both children miss their school field trip and are stuck with the parents. The two adults project their negative stereotypes of ex-spouses on each other, but end up needing to rely on each other to watch the children as each must save his job. Humor is added by Sammy's propensity for lodging objects in his nose and Maggie's tendency to wander."
"[{""id"": 18, ""name"": ""Islands""}]",18292,Bhojeshwar Temple,6.4,36,Bhojeshwar Temple,Bhopal,Sights & Landmarks,"The Candyman moves on to New Orleans and starts his horrific murders once more. This time, his intended victim is a school teacher. Her father was killed by the Candyman, and brother wrongly accused of the murders."
"[{""id"": 35, ""name"": ""Science Museums""}, {""id"": 10749, ""name"": ""Shopping""}]",125537,Kabuliwala Shopping Mall,7,1,Kabuliwala Shopping Mall,Bhopal,Shopping,Turn-of-the-century love story centered around a young doctor and the emergence of modern science.
"[{""id"": 53, ""name"": ""Historic Sites""}, {""id"": 18, ""name"": ""Islands""}, {""id"": 878, ""name"": ""Zoos & Aquariums""}]",326576,Bhagwan Rishabh Dev Udyan,2,1,Bhagwan Rishabh Dev Udyan,Bhopal,Nature & Parks,"Jerry, a small-town Minnesota car salesman is bursting at the seams with debt... but he's got a plan. He's going to hire two thugs to kidnap his wife in a scheme to collect a hefty ransom from his wealthy father-in-law. It's going to be a snap and nobody's going to get hurt... until people start dying. Enter Police Chief Marge, a coffee-drinking, parka-wearing - and extremely pregnant - investigator who'll stop at nothing to get her man. And if you think her small-time investigative skills will give the crooks a run for their ransom... you betcha!"
"[{""id"": 27, ""name"": ""Sacred & Religious Sites""}]",228550,Archaeological Museum,3.2,8,Archaeological Museum,Bhopal,Museums,"Your favorite talking animals are back! The film focuses on the further adventures of Shadow (voiced by Ralph Waite), Sassy (voiced by Sally Field), and Chance (voiced by Michael J. Fox). Shadow is the old, wise one and presumably the leader of the three. Sassy is the smart-aleck of the bunch, but helpful in times as well. Chance is the young, anxious one who usually gets into trouble and relies o"
"[{""id"": 99, ""name"": ""Nature & Wildlife Areas""}, {""id"": 10402, ""name"": ""Churches & Cathedrals""}]",13963,Hazrat Faiz Bahadur Dargah,7.9,64,Hazrat Faiz Bahadur Dargah,Bhopal,Sights & Landmarks,"A glowing orb terrorizes a young girl with a collection of stories of dark fantasy, eroticism and horror."
"[{""id"": 53, ""name"": ""Historic Sites""}, {""id"": 27, ""name"": ""Sacred & Religious Sites""}]",290391,Regional Museum of Natural History,3.5,2,Regional Museum of Natural History,Bhopal,Museums,"In the 22nd century, a scientist attempts to right the wrong his ancestor created: the puzzle box that opens the gates of Hell and unleashes Pinhead and his Cenobite legions"
"[{""id"": 18, ""name"": ""Islands""}, {""id"": 10749, ""name"": ""Shopping""}]",44770,Jantar Mantar - Jaipur,6.4,15,Jantar Mantar - Jaipur,Jaipur,Museums,"Aspiring architect Tom Thompson is told by mysterious Ruth Abernathy that his best friend, ""Bill,"" has taken his own life. Except that Tom has never met Bill and neither have his incredulous friends. So when Tom foolishly agrees to give the eulogy at Bill's funeral, it sets him on a collision course with Ruth -- who is revealed to be Bill's oversexed mother -- and Julie DeMarco, the longtime crush Tom hasn't seen since they were teens."
"[{""id"": 28, ""name"": ""Nature & Parks""}, {""id"": 37, ""name"": ""Farms""}]",69382,Hawa Mahal - Palace of Wind,0,0,Hawa Mahal - Palace of Wind,Jaipur,Sights & Landmarks,"Jane Eyre is an orphan cast out as a young girl by her aunt, Mrs. Reed, and sent to be raised in a harsh charity school for girls. There she learns to be come a teacher and eventually seeks employment outside the school. Her advertisement is answered by the housekeeper of Thornfield Hall, Mrs. Fairfax."
"[{""id"": 18, ""name"": ""Islands""}, {""id"": 35, ""name"": ""Science Museums""}]",40769,Birla Mandir Temple,6.1,8,Birla Mandir Temple,Jaipur,Sights & Landmarks,"A group of young friends convene in the countryside to shoot a horror movie. But an experiment with LSD sees normal boundaries between them collapsing, and tragedy subsequently striking."
"[{""id"": 27, ""name"": ""Sacred & Religious Sites""}]",220490,Amer Jeep Safari,0,0,Amer Jeep Safari,Jaipur,Nature & Parks,Italian immigrant tries to become a member of Swiss society but fails as a waiter and even as a chicken plucker. He then becomes involved with shady wealthy character and tries to hide his Italian identity. He refuses to give up no matter how awful his situation.
"[{""id"": 18, ""name"": ""Islands""}, {""id"": 28, ""name"": ""Nature & Parks""}, {""id"": 35, ""name"": ""Science Museums""}]",42151,Nahargarh Fort,6.3,26,Nahargarh Fort,Jaipur,Museums,"When Madame Adelaide Bonfamille leaves her fortune to Duchess and her children -- Bonfamille's prize family of domesticated house cats -- the butler plots to steal the money and kidnaps the heirs, leaving them out on a country road. All seems lost until the wily Thomas O'Malley Cat and his jazz-playing alley cats come to the Aristocats's rescue."
"[{""id"": 35, ""name"": ""Science Museums""}]",2292,City Palace of Jaipur,7.4,755,City Palace of Jaipur,Jaipur,Museums,"Marisa Paredes is Leocadia (""Leo"") Macias, a woman writing “pink” romance novels under the alias of Amanda Gris that are very popular all across Spain. Unlike her romantic novels, her own love life is troubled. Leo has a less than happy relationship with her husband Paco, a military officer stationed in Brussels then later in Bosnia, who is distant both physically and emotionally."
"[{""id"": 18, ""name"": ""Islands""}, {""id"": 10749, ""name"": ""Shopping""}]",42497,Elephant Joy,6,9,Elephant Joy,Jaipur,Nature & Parks,A young gallerist is in love with two sisters at the same time. In order to solve the problem he decides to invent his own twin-brother.
"[{""id"": 18, ""name"": ""Islands""}, {""id"": 35, ""name"": ""Science Museums""}]",33693,Jaigarh Fort,6.3,8,Jaigarh Fort,Jaipur,Sights & Landmarks,"Jack Cooper (Matt LeBlanc) could be a world-class baseball pitcher if he didn't keep buckling under the pressure. He tries to keep his spirits up after he's traded to a minor league team but loses all hope when he discovers that Ed, one of his teammates, is a chimp. Ed used to be the team mascot, but was promoted to third base when the owners realized he had a talent for baseball. As Jack struggles to get used to his new surroundings, Ed helps him regain his confidence on and off the field."
"[{""id"": 35, ""name"": ""Science Museums""}, {""id"": 18, ""name"": ""Islands""}]",14585,Akshardham Temple,6.8,44,Akshardham Temple,Jaipur,Sights & Landmarks,"A meeting of two world famous climbers, one an experienced mountaineer the other a sport climber, and a journalist (Ivan) results in a bet on which of the two is the best climber. Roger (the mountaineering expert) states that Martin (the sport climber) wouldn't survive a day on a 'real' climbing expedition, although he is considered to be the world's best sport climber (having just won an indoor 'world championship,' an event depicted in the opening scene). They plan to climb 'Cerro Torre,' in the Patagonia region of South America, near the Argentinian/Chilean border, one of the world's most difficult mountains, especially considering the extreme weather conditions common to the area."
"[{""id"": 18, ""name"": ""Islands""}]",185465,Albert Hall Museum,5.5,2,Albert Hall Museum,Jaipur,Museums,"Old woman Berthe leaves her house to live in her daugter Emilie's one. Emilie and her brother Antoine have fallen out three years ago and have not seen each other since, but Emilie invites him for Christmas. Memories will come up, and will be depicted both Berthe's destiny and the strange relationship between Emilie and Antoine."
"[{""id"": 28, ""name"": ""Nature & Parks""}, {""id"": 18, ""name"": ""Islands""}, {""id"": 80, ""name"": ""Beaches""}, {""id"": 53, ""name"": ""Historic Sites""}]",38780,Amber Fort,6,131,Amber Fort,Jaipur,Sights & Landmarks,"A Modern Affair is an independent feature directed by Vern Oakley and produced by Tribe Pictures. Starring Stanley Tucci and Lisa Eichhorn, the film's plot reverses the conventions of romantic comedies: instead of man meet woman - fall in love, marry and have baby, in this film the woman gets pregnant, then meets the father, then falls in love. Grace Rhodes (Lisa Eichhorn) is a lonely, successful executive whose biological clock is loudly ticking."
"[{""id"": 35, ""name"": ""Science Museums""}]",14022,Jaipur Wax Museum,6.4,77,Jaipur Wax Museum,Jaipur,Museums,Prison guard falls in love with inmate. She wants him to let her escape.
"[{""id"": 53, ""name"": ""Historic Sites""}, {""id"": 80, ""name"": ""Beaches""}, {""id"": 18, ""name"": ""Islands""}]",366967,Panna Meena ka Kund,0,0,Panna Meena ka Kund,Jaipur,Sights & Landmarks,"Twelve-year-old Noura dangles uncertainly in that difficult netherworld between childhood and adulthood. His growing libido has gotten him banned from the women's baths, where his mother took him when he was younger, but he's not yet old enough to participate in grown-up discussions with the men of his Tunisian village. Noura's only real friend is a troublemaker named Salih -- the village political outcast."
"[{""id"": 35, ""name"": ""Science Museums""}, {""id"": 10749, ""name"": ""Shopping""}]",255266,Jal Mahal,6,1,Jal Mahal,Jaipur,Sights & Landmarks,"Nightclub manager Darnell Wright is a perpetual playboy who is almost as devoted to his job as he is to the pursuit of beautiful women. After he sets his sights on the ultra-classy Brandi Web, he launches an all-out assault to win her heart. Ultimately, charm, lust and passion prevail, but Darnell learns the hard way that when you play, you pay. Brandi is much harder to get rid of than she was to get--especially when she realizes that she has a rival vying for Darnell's affection. When he finally decides to call it quits, Brandi becomes an obsessed femme fatale stalking the new love of her life."
"[{""id"": 18, ""name"": ""Islands""}, {""id"": 10751, ""name"": ""Parks""}]",17345,Monkey Temple (Galta Ji),6.8,19,Monkey Temple (Galta Ji),Jaipur,Sights & Landmarks,"A group of idealistic, but frustrated, liberals succumb to the temptation of murdering rightwing pundits for their political beliefs."
"[{""id"": 53, ""name"": ""Historic Sites""}, {""id"": 27, ""name"": ""Sacred & Religious Sites""}]",226458,Anokhi Museum of Hand Printing,4.7,79,Anokhi Museum of Hand Printing,Jaipur,Museums,"An arrogant, high-powered attorney takes on the case of a poor altar boy found running away from the scene of the grisly murder of the bishop who has taken him in. The case gets a lot more complex when the accused reveals that there may or may not have been a 3rd person in the room. The intensity builds when a surprise twist alters everyone's perception of the crime."
"[{""id"": 18, ""name"": ""Islands""}, {""id"": 35, ""name"": ""Science Museums""}, {""id"": 10749, ""name"": ""Shopping""}]",24055,"Khole Ke Hanuman JI Temple, Jaipur",6.2,15,"Khole Ke Hanuman JI Temple, Jaipur",Jaipur,Sights & Landmarks,"This is the Easter weekend. In an inner city project, three people struggle against their demons and try to find redemption. They are Maxine, a window dresser depressed since she had an abortion and lost her lover ; Jordan, a boxer who has indulged in gay-bashing ; and 'The General', a drug dealer turned artist."
"[{""id"": 18, ""name"": ""Islands""}]",287625,Royal Gaitor Tumbas,0,0,Royal Gaitor Tumbas,Jaipur,Sights & Landmarks,"Based on Jim Harrison's book, ""Farmer"". 47-year-old Joseph Svenden lives on the family farm with his dying mother and teaches at a two room schoolhouse with Rosealee, his lover and his best friend's widow. Joseph, who lacks a college degree, learns that he will lose his teaching job at the end of the year when the school district expands into his town. Meanwhile, he is seduced by 17-year-old Catherine, a new student in his class. His affair with Catherine and losing his teaching job forces Joseph to take a look at his previously dull life and to decide how he wants to live the rest of it."
"[{""id"": 35, ""name"": ""Science Museums""}, {""id"": 10749, ""name"": ""Shopping""}]",44990,Govind Devji Temple,5.6,12,Govind Devji Temple,Jaipur,Sights & Landmarks,"Charlie and Itchy return to Earth to find Gabriel's Horn, but along the way meet up with a young boy named David, who ran away from home."
"[{""id"": 878, ""name"": ""Zoos & Aquariums""}, {""id"": 53, ""name"": ""Historic Sites""}]",86304,Yoga in Jaipur,4.2,13,Yoga in Jaipur,Jaipur,Nature & Parks,"The movie narrates the story of David Carr, an unemployed worker and member of the Communist Party of Great Britain. In 1936 he decides to fight for the Republican side in the Spanish Civil War, an anti-fascist coalition of liberals, communists and anarchists. Similar to George Orwell's experiences documented in Homage to Catalonia, he joins the POUM worker militia and witnesses first hand the betrayal of the Spanish revolution by the Stalinists, loyal only to the dictat of Moscow."
"[{""id"": 27, ""name"": ""Sacred & Religious Sites""}, {""id"": 35, ""name"": ""Science Museums""}, {""id"": 80, ""name"": ""Beaches""}]",692,Jawahar Circle,6.2,110,Jawahar Circle,Jaipur,Nature & Parks,"A group of friends in New York, working away at their PCs and laptops, keep in touch exclusively by phone and fax. They are all too busy to meet face to face. Gale plays matchmaker, by phone, to Jerry and Barbara who, in turn, hit it off beautifully – via phone and fax. Martin gets a telephone call from someone he's never met. It's Denise, with some extraordinary news. Tapping away at his computer all the while, he develops a sort of friendship with Denise – via phone. And so it goes as the friends, tap, tap, tapping away, share news, hopes, and dreams – via phone and fax. Finally Gale has an unfortunate encounter with a phone, Denise has some more news for Martin, and Frank plans a gala New Year's Eve party, but will he answer the door?"
"[{""id"": 18, ""name"": ""Islands""}]",39851,Elefantastic Travel,6.7,17,Elefantastic Travel,Jaipur,Nature & Parks,"In an alternate futuristic society, a tough female police detective is paired with a talking dinosaur to find the killer of dinosaurs and other prehistoric animals leading them to a mad scientist bent on creating a new Armageddon."
"[{""id"": 18, ""name"": ""Islands""}, {""id"": 10769, ""name"": ""Foreign""}]",13898,Galtaji Temple,6.6,17,Galtaji Temple,Jaipur,Sights & Landmarks,"Earl Pilcher Jr., runs an equipment rental outfit in Arkansas, lives with his wife and kids and parents, and rarely takes off his gimme cap. His mother dies, leaving a letter explaining he's not her natural son, but the son of a Black woman who died in childbirth; plus, he has a half brother Ray, in Chicago, she wants him to visit. Earl makes the trip, initially receiving a cold welcome from Ray and Ray's son, Virgil. His birth mother's sister, Aunt T., an aged and blind matriarch, takes Earl in tow and insists that the family open up to him."
"[{""id"": 27, ""name"": ""Sacred & Religious Sites""}]",157185,Moti Dungari Temple,2,1,Moti Dungari Temple,Jaipur,Sights & Landmarks,"A first person narrative of a gay serial killer explores violence, sexuality, and imagination."
"[{""id"": 80, ""name"": ""Beaches""}, {""id"": 27, ""name"": ""Sacred & Religious Sites""}, {""id"": 9648, ""name"": ""Ferries""}, {""id"": 53, ""name"": ""Historic Sites""}]",36095,Jhalana Leopard Safari Park,7.4,63,Jhalana Leopard Safari Park,Jaipur,Nature & Parks,The army is known for churning out lean mean fighting machines intent on protecting our great nation. Martin is the inexplicable the incorrigible the invicible sgt. Ernie bilko leader of a ragtag group of the sorriest soldiers ever to enlist in the armed forces.
"[{""id"": 18, ""name"": ""Islands""}]",182291,Jawahar Kala Kendra,6,2,Jawahar Kala Kendra,Jaipur,Concerts & Shows,"Jack always lands on his feet. He lands on his feet when he marries the beautiful Sarah. He lands on his feet when he buys a luxurious new home. However, when Sarah goes into labour, he takes a tumble down the stairs and lands on his head. When he comes around he discovers he is the proud father of a baby girl, but deficient in the spouse department to the tune of 1."
"[{""id"": 53, ""name"": ""Historic Sites""}, {""id"": 27, ""name"": ""Sacred & Religious Sites""}, {""id"": 35, ""name"": ""Science Museums""}]",286939,Gatore Ki Chhatriyan,0,0,Gatore Ki Chhatriyan,Jaipur,Sights & Landmarks,"Girl 6 is a 1996 American film by director Spike Lee about a phone sex operator. Theresa Randle played the title character, and playwright Suzan-Lori Parks wrote the screenplay. The soundtrack is composed entirely of songs written by Prince. The film was screened in the Un Certain Regard section at the 1996 Cannes Film Festival. Directors Quentin Tarantino and Ron Silver make cameo appearances as film directors at a pair of interesting auditions."
"[{""id"": 18, ""name"": ""Islands""}]",124606,Rusirani Village,6,1,Rusirani Village,Jaipur,Sights & Landmarks,"The wife and mistress of a cruel school master collaborate in a carefully planned and executed attempt to murder him. The plan goes well until the body, which has been strategically dumped, disappears. The strain starts to tell on the two women as a retired police investigator who is looking into the disappearance on a whim begins to think that they know more than they are telling, and their mental state is not helped when their victim is seen, apparently alive and well by one of the pupils."
"[{""id"": 878, ""name"": ""Zoos & Aquariums""}, {""id"": 18, ""name"": ""Islands""}, {""id"": 53, ""name"": ""Historic Sites""}]",14337,Make Bike Trip,6.9,658,Make Bike Trip,Jaipur,Nature & Parks,"Stephen, an international trader, tracks down his ex-wife Patricia in some Amazonian backwater. He needs her consent to a divorce so that he can marry Charlotte. Unfortunately, he discovers a son he didn’t know he had – Mimi-Siku. The young jungle boy yearns to see Paris so Stephen reluctantly agrees to take him back home with him for a few days. How will Mimi-Siku react to life in the great metropolis?"
"[{""id"": 10769, ""name"": ""Foreign""}, {""id"": 53, ""name"": ""Historic Sites""}]",67238,Patrika Gate,7.5,2,Patrika Gate,Jaipur,Sights & Landmarks,"Troubled Roula finds herself drawn to Leon, an author of children's books who has suffered an enormous emotional and creative blockage ever since his wife died in a motorcycle accident two years before. Leon has only his 12-year-old daughter Tanja to keep him company. As romance blooms between Leon and Roula, his daughter approves. Unfortunately, Roula is carrying heavy emotional baggage stemming from the incest she suffered at the hands of her father."
"[{""id"": 28, ""name"": ""Nature & Parks""}, {""id"": 80, ""name"": ""Beaches""}, {""id"": 53, ""name"": ""Historic Sites""}]",9367,Ganesh Pol Gateway,6.6,238,Ganesh Pol Gateway,Jaipur,Sights & Landmarks,
"[{""id"": 35, ""name"": ""Science Museums""}, {""id"": 10749, ""name"": ""Shopping""}]",72766,Sheesh Mahal (Hall of Mirrors),5.9,5,Sheesh Mahal (Hall of Mirrors),Jaipur,Sights & Landmarks,
"[{""id"": 35, ""name"": ""Science Museums""}, {""id"": 18, ""name"": ""Islands""}, {""id"": 10749, ""name"": ""Shopping""}, {""id"": 10770, ""name"": ""Speciality Museums""}]",231617,Central Park,7,6,Central Park,Jaipur,Nature & Parks,"Nelly leaves her lazy, unemployed husband to work for retired judge Mr Arnaud, forty years her senior, after he offers to clear her bills for her. While she types his memoirs the two develop a close friendship, but Arnaud becomes jealous when Nelly begins dating his good-looking young publisher."
"[{""id"": 28, ""name"": ""Transportation""}, {""id"": 12, ""name"": ""Islands,Beaches,Hiking Trails""}, {""id"": 14, ""name"": ""Piers & Boardwalks""}, {""id"": 878, ""name"": ""Nature & Parks, Mountains""}]",126186,Sisodia Rani Palace and Garden,5.7,7,Sisodia Rani Palace and Garden,Jaipur,Sights & Landmarks,"A US Army officer had made a ""friendly fire"" mistake that was covered up and he was reassigned to a desk job. Later he was tasked to investigate a female chopper commander's worthiness to be awarded the Medal of Honor posthumously. At first all seemed in order then he begins to notice inconsistencies between the testimonies of the witnesses...."
"[{""id"": 12, ""name"": ""Islands,Beaches,Hiking Trails""}, {""id"": 14, ""name"": ""Piers & Boardwalks""}, {""id"": 28, ""name"": ""Transportation""}]",25975,Jaipur Zoo,6.3,16,Jaipur Zoo,Jaipur,Zoos & Aquariums,"When Ethan Hunt, the leader of a crack espionage team whose perilous operation has gone awry with no explanation, discovers that a mole has penetrated the CIA, he's surprised to learn that he's the No. 1 suspect. To clear his name, Hunt now must ferret out the real double agent and, in the process, even the score."
"[{""id"": 28, ""name"": ""Transportation""}, {""id"": 12, ""name"": ""Islands,Beaches,Hiking Trails""}, {""id"": 80, ""name"": ""Points of Interest & Landmarks""}]",25976,The Vedic Astrology Experience,7.2,11800,The Vedic Astrology Experience,Jaipur,Sights & Landmarks,A Japanese businessman travels to Iceland and has a series of misadventures while venturing to a remote area to perform a traditional burial ritual where his parents died several years back.
"[{""id"": 28, ""name"": ""Transportation""}, {""id"": 80, ""name"": ""Points of Interest & Landmarks""}, {""id"": 18, ""name"": ""Educational sites,Parks""}, {""id"": 53, ""name"": ""Outdoor Activities, Nature & Parks, Beaches""}]",25977,"Jewels Lake Palace , Jaipur",6.9,4500,"Jewels Lake Palace , Jaipur",Jaipur,Museums,"The daughter of a thief, young Moll is placed in the care of a nunnery after the execution of her mother. However, the actions of an abusive priest lead Moll to rebel as a teenager, escaping to the dangerous streets of London. Further misfortunes drive her to accept a job as a prostitute from the conniving Mrs. Allworthy. It is there that Moll first meets Hibble, who is working as Allworthy's servant but takes a special interest in the young woman's well-being. With his help, she retains hope for the future, ultimately falling in love with an unconventional artist who promises the possibility of romantic happiness."
"[{""id"": 28, ""name"": ""Transportation""}, {""id"": 12, ""name"": ""Islands,Beaches,Hiking Trails""}, {""id"": 878, ""name"": ""Nature & Parks, Mountains""}]",25975,Man Sagar Lake,6.3,4466,Man Sagar Lake,Jaipur,Nature & Parks,
"[{""id"": 14, ""name"": ""Piers & Boardwalks""}, {""id"": 28, ""name"": ""Transportation""}, {""id"": 12, ""name"": ""Islands,Beaches,Hiking Trails""}]",25976,Diwan-e-Khas Hall of Private Audience,7.6,9106,Diwan-e-Khas Hall of Private Audience,Jaipur,Sights & Landmarks,"Two obsessive-compulsives, a chef and an anorexic writer, are neighbors in an apartment building. The chef (301) tries to entice her neighbor to eat with fabulous meals. The writer (302) refuses to eat, and this refusal begins a turbulent relationship that forces both women to delve into their pasts of torment."
"[{""id"": 16, ""name"": ""Monuments & Statues""}, {""id"": 10751, ""name"": ""Art Galleries""}]",25977,GT Central,6.1,2124,GT Central,Jaipur,Shopping,"In an ancient time when majestic fire-breathers soared through the skies, a knight named Bowen comes face to face and heart to heart with the last dragon on Earth, Draco. Taking up arms to suppress a tyrant king, Bowen soon realizes his task will be harder than he'd imagined: If he kills the king, Draco will die as well."
"[{""id"": 28, ""name"": ""Transportation""}, {""id"": 12, ""name"": ""Islands,Beaches,Hiking Trails""}, {""id"": 878, ""name"": ""Nature & Parks, Mountains""}]",25975,Chandra Mahal,5.9,3576,Chandra Mahal,Jaipur,Sights & Landmarks,
